subject,task,sequence_length,label,movement_mean,movement_std,movement_max,movement_min,movement_median,movement_p95,movement_p99,movement_iqr,movement_cv,movement_skew,movement_kurtosis,scanpath_length,num_samples,dispersion,dispersion_x,dispersion_y,center_distance_mean,center_distance_std,center_distance_max,velocity_mean,velocity_std,velocity_max,acceleration_mean,acceleration_std,acceleration_max,fixation_mean_duration,fixation_max_duration,fixation_count,hull_area,cluster
sub-015,memory,9,6001091,0.0013952784677602,0.0170361659018377,0.5250578662158758,0.0,0.0004889046549857,0.0017009713445546,0.0050804281658818,0.0005238077874115,12.209867990856896,26.565036388644888,730.8913675463738,5.875517627738415,4212,0.0151040906468155,0.0106607480495896,0.0106996264089169,0.4391330197441954,0.0096473748451979,0.6364313617772498,0.7123528282587199,34.40146331290788,2231.620048308483,54238.08898931334,3518082.7349504544,228187736.04529372,1.1347708894878703,5.0,371,0.1478586287855208,0
sub-015,memory,9,6001091,0.0019066364442945,0.0220005987624049,0.7266584950908839,0.0,0.0004382593544561,0.0019415297608682,0.0100092904412787,0.0006035855498018,11.538958477501025,26.4530151608021,773.194993738626,7.861062059826412,4124,0.0753366209988215,0.0131736019111608,0.0741758901274958,0.4263922888625087,0.0695159381632543,0.4968070840674482,16.455129976931065,1002.2166066031336,64300.32399378636,1605488.2003477616,100095291.95198762,6421233274.050418,1.122282608695652,3.0,368,0.0354198107769086,0
sub-015,memory,9,6001091,0.0056669666640298,0.039075287713388,0.9585870597191384,0.0,0.0009021320512169,0.0075706589122329,0.084918824174092,0.0018226151534536,6.895273967537587,14.543905555594444,258.7732128020569,18.92200169119553,3340,0.115444184215239,0.0954214323655238,0.0649777647694486,0.3925444903439452,0.0469000543625943,0.5752600868462805,0.9427852763039596,16.501762408274335,934.993201108608,3478.7142304589643,202200.8535476734,11670897.270720975,1.0670926517571886,3.0,313,0.3789659150455449,0
sub-015,memory,13,6001131,0.0826795244457632,0.1516731484040113,1.161700443096796,0.0,0.016715059164169,0.4026870463893009,0.703738668746892,0.0862072509652235,1.834470498236924,3.1785172291620127,12.141479651586195,73.33673818339204,888,0.4057405787453026,0.2602856985798077,0.3112503371169171,0.3953279579201676,0.1429856878172024,0.6464984423711206,15.01122247436875,31.580518380537058,286.8384538342653,479.6945123717015,9558.791604297308,69237.14095546781,1.289855072463768,9.0,69,0.6201631456509188,2
sub-015,memory,5,6001051,0.0247668019160556,0.070717543772165,0.6579286234088197,0.0,0.0046339428576265,0.1321950363929203,0.422087876827569,0.0113210911646284,2.855336107255768,4.9991284612901685,28.37320959972592,13.86940907299116,561,0.3054019597974548,0.2588658150782351,0.1620458170765515,0.4794969510363203,0.1390340032050971,0.6801878093373084,4.613561012592673,15.227939976845914,240.9675226947928,238.9265434381284,6260.899455107242,118397.51367817304,1.0980392156862746,4.0,51,0.5838985212595769,2
sub-015,memory,5,6001051,0.0072682935627718,0.0399702960347791,0.6976435607497957,0.0,0.0005251650398642,0.0176117638950863,0.0983497981573648,0.0044359607299943,5.499268251836519,12.854834819574949,186.0816100434801,7.006634994512094,965,0.1075072610084788,0.087166642663343,0.0629268430508496,0.453509269684359,0.045522817768607,0.5762475294798582,1.1741762670535174,5.3040499828164815,124.81613487848858,9.974056309783943,1920.5560177374591,35431.727553875535,1.0319148936170213,2.0,94,0.101388248604534,1
sub-015,memory,13,6001131,0.0124457372781447,0.0788918799778444,0.8532407236578801,1.5732039893698667e-05,0.0009912998871496,0.0159861435052701,0.267388205372166,0.0012109057583047,6.338867534700578,8.968618401548799,83.85290934390466,6.185531427237935,498,0.2437207377115134,0.0506894949848803,0.2383912185648248,0.4639560478328349,0.028123312204986,0.6448907627733699,0.5922620915801285,5.188193126997641,106.39012367563888,20.511837375833338,446.397994079422,8262.45973383523,1.25,4.0,40,0.3983328616336796,2
sub-015,memory,13,6001131,0.0029926782217316,0.0124459776849201,0.5103385219720683,0.0,0.0003272257433997,0.0101293617816067,0.0339589057310569,0.0029217210780956,4.15880918788471,24.40640241004761,853.4887115875545,16.830822319018864,5625,0.0583122710273047,0.0474049645162757,0.0339571832102204,0.3680938605695499,0.0237430376660312,0.5375606115741619,0.6327711966665562,1.554063586895775,32.97121703732215,6.535752314516908,534.6807820382929,7721.555584566662,1.0217785843920144,3.0,551,0.0796682660425572,0
sub-015,listening,5,500105,0.0393945518482951,0.1400048677470031,0.9864776330550228,4.993605064652962e-06,0.0027325500734092,0.1806032385196606,0.8667027892113582,0.0156511116369359,3.553914467313884,5.526531578742936,32.762381914787454,4.254611599615879,109,0.1499495360010385,0.0735312537436466,0.130682891266662,0.3812613361262801,0.071826575501805,0.5778478369122527,3.428467946983522,9.208024960247446,73.61817833389547,32.67588791521327,2769.626989448722,17291.923193989798,1.0,1.0,11,0.0841447181733982,1
sub-015,listening,9,500109,0.0060275047291712,0.0308969317098292,0.5586346309049195,0.0,0.0008527925683764,0.0154650181198716,0.0489011714626881,0.0044481277010704,5.125990455104562,14.533058457597344,234.8869692186936,4.201170796232335,698,0.0397152343428148,0.0164978970120555,0.0361264339934666,0.4649860262825612,0.0314368620768618,0.5035757181096705,0.8555443722976827,1.6609134460332236,16.4285230403204,7.733147550429021,546.7055950288432,4054.630571812313,1.0769230769230769,2.0,65,0.0457449576060445,1
sub-015,memory,13,6001131,0.0021410387092515,0.0257511533566353,0.796879828282614,0.0,0.0004733161095521,0.0024950855041867,0.008714431933041,0.0006521280556596,12.027411389324088,22.36286640381859,543.365822336154,11.921303533112386,5569,0.0682382391525285,0.0539928391234293,0.0417280553827895,0.4493965974747526,0.0324268638099674,0.5617253825279768,0.6315289330148615,23.647492530959106,1617.4999551736212,11111.222285401596,593313.8914947442,35140845.71869072,1.0943025540275049,4.0,509,0.345658689734534,0
sub-015,memory,9,6001091,0.0029805350061494,0.0226777823118915,0.4842887872664544,0.0,0.0004934188834296,0.002902562906994,0.038268251568909,0.0007198115360872,7.608628070162847,12.882270950466324,184.78551085634447,11.364779978447784,3814,0.0505235947484502,0.0218819661345516,0.0455391390387649,0.371155804627831,0.04626855783702,0.6504909380927588,0.3399521186085972,2.099189162447164,65.10581994248628,17.849149268685686,563.7362588559089,22916.40331091384,1.0914285714285714,4.0,350,0.1080640814262878,0
sub-015,memory,9,6001091,0.0032889885391903,0.0203931875015924,0.3206914046180125,0.0,0.0006859238787648,0.0061889000879868,0.0386008258845309,0.0013738673672367,6.200443467222441,12.639817365275412,168.33731316911357,10.791171397083604,3282,0.104804807143998,0.0663845602897241,0.0810995545957596,0.380278624875114,0.0595137271733938,0.5597159996264115,14.390268649591077,556.2481475543092,27979.951938496717,1085589.168123244,50525826.37306278,2794195509.404513,1.0649350649350648,4.0,308,0.0606674043211233,1
sub-015,memory,13,6001130,0.003878668539917,0.0117646336783941,0.2454288448106626,0.0,0.0008267194098201,0.0118497212282698,0.0445468594820576,0.0036667529422799,3.0331629416948447,11.651595215053876,192.60433539316853,21.472309036980928,5537,0.0595242024383615,0.0417380342089751,0.042438981800857,0.4274966817786522,0.0508346185559347,0.5721971938402737,0.8466873078565693,1.9903044174026487,58.87766082244465,4.072655791768017,694.2633862574589,14681.009312949604,1.0335820895522387,2.0,536,0.0384319502189812,1
sub-015,memory,9,6001091,0.0058572555632304,0.0289155798735746,0.6549864574410589,0.0,0.0018255671536837,0.01169637580686,0.1660737087448801,0.0024863245673078,4.936711325197272,12.24743493068616,185.3882860505745,16.00787945430891,2734,0.1088708186961638,0.0681049747505159,0.0849386106420665,0.2627345476306711,0.0905123510545692,0.5719199170233615,0.798065305022661,3.468850526574399,104.31398573015268,31.311255785702738,1419.3359147095805,50611.35870373828,1.2017543859649122,3.0,228,0.1530571229354302,1
sub-015,memory,5,6001051,0.0035266639546004,0.0419141523878503,1.0339345518114704,0.0,0.0004788680392048,0.0025477883249425,0.0309595183460035,0.0005335643617014,11.884929476531177,19.7341353444952,426.3704355933755,7.293141058113632,2069,0.0345860899922221,0.0136582818871314,0.0317749737504493,0.4732944807724761,0.0128630648860986,0.6221112344918506,2.6686724894229528,74.4350170268408,2982.878604844529,184928.2014825572,6765296.470949544,297804054.8308404,1.125,4.0,184,0.2934357956645933,0
sub-015,memory,5,6001051,0.0007776393143099,0.0024153703170699,0.0416886231633122,0.0,0.000438740116355,0.0014984478525854,0.0063142804395312,0.0004452638403396,3.1060290710908385,11.93759444677592,162.06866628991568,1.7909033408559014,2304,0.0169294183652126,0.0027536414728982,0.016703971528446,0.4614214888645387,0.0167144786194167,0.499693133626579,1.560861968300338,55.00072735584236,2546.02626261238,118000.46749399816,5310720.663283661,254060933.80185783,1.1323529411764706,4.0,204,0.0015985615095648,1
sub-015,memory,9,6001091,0.0012136853893874,0.0114868321014922,0.4523461473781617,0.0,0.0004480967136078,0.002036477918406,0.0079652236773122,0.0005015996505726,9.464423154413645,32.66720494706711,1202.9939784960118,4.741868816336818,3908,0.0287725769790476,0.0266476933283534,0.0108518029051973,0.4580633421891904,0.0104152523244715,0.5217051584550461,2.726131762237409,99.73929476162914,5191.738367793815,223189.7576804657,9571194.382614683,518392586.1876935,1.130057803468208,4.0,346,0.0385858862804046,0
sub-015,memory,5,6001051,0.0125371590105421,0.0404150281034344,0.4121079916965192,0.0,0.0008292948596927,0.1308268099316357,0.1402089118846164,0.0012453228455621,3.223619327907602,4.157499197909067,22.124522268610296,19.87139703170924,1586,0.0603536713233413,0.0189816604918156,0.0572910307742788,0.3125643914118705,0.055156365205358,0.4272210307120625,5.606818375214297,136.33106777203992,5402.707662990758,86479.88237854985,3417364.631842307,135665775.1487449,1.111888111888112,4.0,143,0.0323286054272935,1
sub-015,memory,13,6001131,0.0017163906213807,0.0188392213053702,0.6069626716379011,0.0,0.0004666102062297,0.0019598731822305,0.016468719826095,0.0005224270565724,10.976068658668934,25.32077496139089,686.8567520389151,9.663279198373452,5631,0.0464613748757306,0.0177224456847044,0.0429485072417642,0.4133673786515136,0.0429381232079458,0.5227734341250737,3.742759997204105,149.8767221714322,7465.738444523986,347351.2093905566,14947725.565502653,745495667.4093704,1.1584362139917694,4.0,486,0.1921121207832025,0
sub-015,memory,5,6001051,0.002795598613591,0.0153440976006583,0.3845018568638507,0.0,0.0010067207976735,0.0050224832685229,0.020088063103827,0.0015489859938392,5.488662616321806,16.80986946049322,352.2417690224466,6.262140894443998,2241,0.0430248398988082,0.0390730022800095,0.0180121442683664,0.3578153343670589,0.0254252494344761,0.4870440038706137,0.5032917356581853,2.1813288328848603,67.30116051682543,30.72627706550068,1011.887003101076,35387.298493322734,1.0769230769230769,3.0,208,0.0482566588101798,1
sub-015,memory,13,6001131,0.002231134507612,0.0152360850511764,0.5870914805981827,0.0,0.0007157555782738,0.0037492664709236,0.02354382182243,0.0010594690038695,6.828850972092769,23.37366635464482,731.3545471340113,13.081141618129577,5864,0.0678638552198212,0.0484309749015147,0.0475388632109109,0.2801445234442687,0.0453129079336607,0.4966085052262877,5.12762069942756,188.9147418674176,11317.627655040063,401815.4100333378,17305409.633290373,1130025552.4109178,1.0463458110516934,3.0,561,0.1711278847303671,0
sub-015,listening,9,500109,0.0005140342079766,0.00223933761331,0.0657303452610518,0.0,0.0002086650838407,0.001229786209009,0.0029659014947638,0.0004244866478154,4.356398034528697,17.438309218586348,355.5053526495333,2.188757657564662,4259,0.0156361511536513,0.0063867727923954,0.0142722933054975,0.4722132249592425,0.0140147708211311,0.4973009755440006,0.1105942767644956,0.4276168797697358,15.721350492411284,4.066684013552786,177.88634250568848,7499.605509924176,1.0676691729323309,3.0,399,0.0032683686726016,1
sub-015,listening,13,500113,0.001198212270514,0.0042241971367534,0.08034177423148,0.0,0.0005212446892118,0.0027419088118914,0.0147687408629929,0.0008463268634818,3.525416356269874,11.759920243827684,161.82729485463992,3.7156562508640425,3102,0.0567712200120297,0.0105533101981057,0.0557817090587662,0.4363680274432409,0.0549344290818625,0.5005790551567805,0.2259149636749184,0.6503052437599143,28.033875214937204,4.916807227707609,273.25153245596505,13797.295440106698,1.1439114391143912,5.0,271,0.0083127902319098,1
sub-015,listening,5,500105,0.0024181576628535,0.0076689593288842,0.0807658236697571,5.706820868696473e-05,0.0006787081000999,0.0086404665774084,0.0391617412912728,0.0011311754108839,3.171405837878468,7.1590131790332245,60.96019863969018,0.4957223208849773,206,0.0093587374169811,0.0049612812700585,0.0079354681146967,0.4945118444982558,0.0080838442333895,0.5014623014212887,0.3036466510821916,0.5256401305799719,4.032928062676985,-2.573087673444684,130.4757607404779,630.2485583459393,1.2352941176470589,2.0,17,0.0014348832719362,1
sub-016,listening,9,500109,0.0146868527051665,0.0742843545894381,0.4985924516181665,0.0,0.0009984684290209,0.0104362505095677,0.4527965111549367,0.0022443004985352,5.057881091386351,5.716667847506279,30.777993601049825,57.20529128662356,3896,0.220495929471164,0.2150627163561679,0.0486465101200386,0.3696498631252603,0.1600484572077923,0.4981723540669581,107.01431961635888,2165.6594374068204,45537.210563353234,10421734.029758606,216280535.00564185,4547479356.21534,1.1206896551724137,3.0,348,0.0698929669243126,2
sub-016,listening,13,500113,0.0032754959003413,0.01943918504165,0.54311398150644,2.3054761624043785e-06,0.0013427373501172,0.0088286336923025,0.0143297930653467,0.002912024324554,5.934730383763877,26.75734926124044,732.794478333163,10.157312786958666,3102,0.0290043819956132,0.0251792182918328,0.0143965669921576,0.4962877101239173,0.0183773104620443,0.5002202861675057,0.6266154940275358,0.8202269043177858,19.085858626226607,1.880172640170372,286.220876505264,1535.1539095617566,1.0763888888888888,3.0,288,0.0286885885223967,0
sub-016,listening,5,500105,0.0036448957369145,0.0050842788150285,0.047041238390176,3.2074370547588987e-06,0.0010671648924383,0.0136919136548527,0.0221533667005533,0.0051092837246767,1.3949037728394682,2.398124985248881,8.58565426020044,5.343417150316684,1467,0.0142936972469576,0.0030240506589253,0.01397014311308,0.4975156888434113,0.0016554729067415,0.5006808688321203,0.8624615082789049,1.246796770784382,11.70187143970518,2.0862068605249537,470.9315893664776,2891.174202511095,1.0425531914893618,2.0,141,9.372495061849608e-05,1
sub-016,memory,5,6001051,0.0046492860655515,0.0260184665987337,0.5453040335888684,1.5455191842550037e-06,0.0010187530835896,0.014257802943114,0.0207511837853833,0.0045918948772276,5.596228373968059,19.905259168504084,409.1011590158976,4.10996888194754,885,0.0474215285465359,0.0440174601467417,0.0176426917424729,0.4954605514342327,0.0331375107676449,0.5005549692564337,0.7396357387862112,1.1111200948797098,10.18458289549723,-0.6592427911355028,432.6614613019654,2528.624894867661,1.072289156626506,2.0,83,0.0270398697278188,1
sub-016,memory,9,6001091,0.0058606997731794,0.0400178143850996,0.5569241305371748,9.102423368672016e-06,0.0016642143695837,0.0100958009001158,0.0174628898655625,0.0029968034372521,6.828163177413509,13.367769784921215,178.7209219783122,3.246827674341415,555,0.0611581988945028,0.0600967559187546,0.0113448323064379,0.4935291067080476,0.0446278303370432,0.5000031090851951,0.6364093208795659,0.9175930056677816,12.514207247803048,5.771874901837759,280.9256286441719,1223.3805623595413,1.2173913043478262,3.0,46,0.0219882275525564,1
sub-016,memory,9,6001091,0.0223459483844211,0.0346389203250322,0.1937200069721632,0.0001551019423453,0.0113552827120823,0.0501805216381286,0.1809038104633481,0.0192985854836745,1.5501208420037909,3.978610990165527,17.095962346195297,1.1619893159899022,53,0.0295369522436213,0.0067388215080079,0.0287579525092656,0.0836944785533186,0.0279691050322789,0.2492825255942061,0.9752010063909275,1.198880237342225,6.715369282197994,20.2792137511638,160.70259500119153,473.47831430496245,1.0,1.0,6,0.0044901420436362,1
sub-016,memory,5,6001051,0.0050272695632204,0.0335350502208336,0.5367070712098841,1.008123558948078e-05,0.0015220617865742,0.0078107633018953,0.0439299084873056,0.0016462752885981,6.670629016231028,14.558501815533644,221.33803200947955,5.459614745657442,1087,0.0402676354607922,0.0380205069270863,0.0132636163473857,0.0679033630518583,0.0324367422934187,0.4905627512965831,0.4877041287280813,4.149683478003477,124.74113170036532,-0.5387720489823618,1103.2603002976946,28960.54635797529,1.2247191011235956,3.0,89,0.0838042189050643,1
sub-016,memory,13,6001131,0.0234366288641761,0.1016029770937107,0.8623384168959802,2.189836294688488e-05,0.0016420578155839,0.0316972001731478,0.5453287441518497,0.0020163044564576,4.335221489512734,4.780919043459421,21.464807845120227,52.80272483098877,2254,0.2142057424259257,0.2070000294567313,0.0550916317888152,0.1347061255869271,0.178847186477702,0.5667273809193523,114.82758176234506,2356.97295362559,54855.11042755707,11096334.834922737,235396215.7661276,5478063534.72448,1.1770833333333333,3.0,192,0.299191588457257,2
sub-016,memory,5,6001051,0.0309458534984921,0.1093713462986151,0.4714346857329554,1.6162874274665517e-05,0.0007256393724953,0.4413202521178363,0.4469366069423441,0.0017640222932459,3.534281137340241,3.482648083343135,10.201737525508433,53.16497631040944,1719,0.1097959963950951,0.0804952570722089,0.0746704386840652,0.4384619556716665,0.0957027383874147,0.4995558265922633,322.8010833652927,3561.777567053102,45519.83520624924,28700640.143142708,344380904.1822147,4627060074.548692,1.1025641025641026,2.0,156,0.1023804329454814,2
sub-016,memory,9,6001091,0.0078857061714349,0.0449741289653439,0.6737139574918861,7.985650234473005e-06,0.00125736219356,0.0113853813397769,0.2414814884059178,0.0020557627108299,5.703246860535802,10.322944453817945,125.57548870181292,3.6195391326886215,460,0.1441725556755906,0.0776003932542092,0.1215068095903409,0.278493118365913,0.0340777606604937,0.4318231931554915,0.3727734602447894,1.1459286422428216,17.431689505509684,-0.3579009114395273,148.18109159022276,951.5241940679612,1.4838709677419355,10.0,31,0.1590974498826122,1
sub-016,memory,13,6001131,0.0075346169946146,0.0352680395938557,0.2426059598842771,5.051845238777647e-06,0.0001565376687269,0.0155293098627635,0.1915264253756319,0.0002008375851604,4.680800579387545,5.236932856374578,26.85723963895188,1.295954123073728,173,0.0804560596412555,0.0387647237229577,0.0705015867032794,0.4587219454299421,0.0727909640782808,0.5184049382173317,0.0534207756209126,0.119855813373427,1.342884491268377,-3.704295012423789,31.847290381934855,61.58741534323661,1.2,2.0,15,0.0158807654145323,1
sub-016,memory,13,6001131,0.0240526311118697,0.0529394443028702,0.729485337344156,5.454461579497875e-05,0.0114945718755564,0.0794465963255683,0.1831853948061757,0.0185314122335838,2.200983503910523,7.986114044891273,82.52611501143544,14.022683938220036,584,0.3414616768787449,0.0178342221918543,0.3409956265051738,0.3659147769125456,0.0920088006677746,0.5019768112698302,3.171212969088144,3.611436524056261,37.62604887903377,-49.95780687204856,981.5952993050512,3656.3968010781823,1.156862745098039,3.0,51,0.009072657456608,2
sub-016,listening,13,500113,0.0125396334157405,0.041169101871592,0.9897113550905008,6.988403673732074e-06,0.0053181810977549,0.0399659508361111,0.1370319781507042,0.0094717794099071,3.2831184538388545,17.900061264444396,406.00073708746334,9.918850031850752,792,0.1204619974085254,0.0235882512222911,0.118129959044798,0.3254371325513651,0.1163267675998285,0.6006194329003011,1.5696161320177155,1.98846458425266,18.76364031282815,-24.72536952624526,537.4498643006646,3037.0085875390982,1.144927536231884,2.0,69,0.1808277435885289,1
sub-016,listening,5,500105,0.0012985990386388,0.0090620308892619,0.2535181817139418,6.575391662762374e-06,0.0005114212269281,0.0022479399562779,0.0050260584333395,0.0006896773611995,6.9783132588488375,21.159326459562656,521.0323568927356,3.093262910037777,2383,0.0131331714700276,0.0100199455795522,0.0084900461390948,0.1885307820761001,0.0088793905307109,0.2347880109083274,3.326307543451784,150.6144326237853,7350.819781561567,307913.59524493525,15042522.94182765,734006387.9471499,1.091324200913242,3.0,219,0.0222681697417531,0
sub-016,listening,13,500113,0.0011988023415186,0.0060252042240262,0.1141782137559156,7.350824415781349e-06,0.0004794883606177,0.0020101929024707,0.0112137224923765,0.0006680488954844,5.026019732655525,12.677376036310244,169.58088247010036,7.249157759163091,6048,0.0168410616974627,0.0140518546315819,0.0092826041879763,0.1592868810376276,0.0126497623278734,0.1989782257963655,1.808155381334221,108.49179182063531,8348.016094500192,140600.75697152852,10725770.090456674,833611377.0383457,1.0784313725490196,4.0,561,0.0088512896825427,0
sub-016,listening,9,500109,0.0006050092061153,0.0004328930814225,0.0034877722869844,1.2675705117477224e-05,0.0004924593797841,0.0014739618624646,0.0020218039523369,0.0005105102607486,0.715514866628331,1.466276145581442,2.8236951517999658,2.73403660243508,4520,0.0069561579108502,0.0021513161317921,0.0066151320305625,0.1366858699673825,0.0068388358198047,0.1496699461900185,0.1513715526435303,0.1102006830264678,0.8915532129408192,0.2710656016966656,41.083720500075465,359.7513875910044,1.102439024390244,3.0,410,0.0001297144623418,1
sub-016,memory,5,6001051,0.0023773496114661,0.0111915839002298,0.1801392772202109,3.40331561292388e-06,0.0006113832428995,0.0051881507786817,0.0732998006266319,0.0008098786001678,4.707588587834175,9.602787691316584,106.51373626775174,4.85454790661381,2043,0.0180804685113513,0.0133738915535037,0.0121672661804157,0.1190273506429934,0.0136764832801379,0.2148757802807825,11.56341911974582,293.64670607858176,8689.526902104699,1119287.2393806663,29329638.105535205,867754635.0226943,1.1141304347826086,2.0,184,0.0141240529131901,1
sub-016,memory,9,6001091,0.0207711775137855,0.090474233089324,0.4389292746266753,1.050401872623474e-05,0.0004492595755292,0.0238642146524023,0.4340965716048806,0.0006431277357381,4.355758503786204,4.3129820995305534,16.633028365656976,52.8834179500979,2547,0.2110065467186977,0.1876112633165055,0.0965700607586781,0.3588759537345501,0.1670081530049825,0.5840321985667353,38.25829747247786,1026.9244627999842,43300.81300236013,2437645.7952773194,89459582.73168685,4324198925.68729,1.103896103896104,5.0,231,0.0256117286440119,2
sub-016,memory,13,6001131,0.033817520667748,0.1188065578975811,0.5820506672503125,1.7756795515060211e-06,0.0005968388886884,0.4395088651384322,0.4825283469099287,0.0008259928691114,3.5131658250419147,3.352961000487035,9.348166401382406,84.07035638002168,2487,0.2226389480532376,0.207320646943884,0.0811557178578419,0.3323666938275644,0.1523021541139523,0.573324828775775,4.825952726742278,45.49517782903294,1903.3279315410944,3964.151199765375,160287.49931816073,7878164.910341883,1.1635514018691588,4.0,214,0.2477790008157732,2
sub-016,memory,13,6001131,0.0026246994648266,0.0044562533158289,0.0494848360939445,5.088250912940599e-05,0.001300653126133,0.009564077195697,0.0218356418190656,0.001832988147215,1.6978146928998128,5.586286429780735,45.855780790533565,0.7795357410535164,298,0.0373895046860848,0.0099414292981284,0.0360436269565241,0.1996639737773252,0.0372629582775415,0.2449888791039756,0.0762993006172124,0.1858745112736656,2.116227027306366,2.045412236608287,26.230398521943567,256.0078588025809,1.3636363636363635,6.0,22,0.0015885503615037,1
sub-016,memory,13,6001131,0.0142308510367617,0.0390570742760828,0.1755463674708246,3.999611842338409e-05,0.0007283213193665,0.141155026705668,0.1733688694214815,0.001332723085507,2.744535388304534,3.24068894349724,9.64658910450238,1.7361638264849295,123,0.0299846040423879,0.0152969687548014,0.0257891300065243,0.3591873391009462,0.0246582985992743,0.5215195257302763,0.272437964170035,1.418896382467249,15.217964195904134,14.148279359920508,233.03124991897417,2413.6999755334627,1.625,4.0,8,0.0192723477937958,1
sub-016,memory,13,6001131,0.0320128956994656,0.0555699626551903,0.898213097368589,2.677620574519817e-05,0.0141895198413104,0.1092526702810166,0.3040961978108148,0.0379118287358909,1.7358617969732109,5.690650932106458,53.98743180056155,67.2911067602767,2103,0.0965486720896336,0.031066366008016,0.0914140415107416,0.3583093910208811,0.0819965704621003,0.6433365670078758,5.784419933327201,8.715146312900869,109.53593031184108,301.58333190819104,2359.547976166385,31476.512360538494,1.5629629629629629,7.0,135,0.2162289368600072,2
sub-016,memory,9,6001091,0.0881826821499139,0.1401674846641118,0.946783376019702,1.270584602935261e-06,0.0132780033350132,0.3825079099069114,0.6022880816204379,0.1287521551395258,1.5895126032322504,2.3792933240583967,7.278510949477856,75.66074128462617,859,0.2744230709379787,0.1120725098512425,0.2504950586312513,0.3413248818982786,0.1033435003000721,0.6563015899985998,16.776955034196074,27.694787219959068,236.1078126626399,36.66413055666081,10457.559426632604,57964.91293082515,1.0617283950617284,2.0,81,0.3529526445693584,2
sub-016,memory,5,6001051,0.1172063694111127,0.1219416935878934,0.401625018422066,0.0069186065051802,0.0625937462018757,0.3616430325445703,0.39261559971847,0.1399012558699323,1.0404015942185794,1.344167727341474,0.510355251129611,2.8129528658667056,25,0.1258387529527707,0.0187171061560766,0.124438987788597,0.328348922664028,0.1116505650851626,0.4937369548561383,14.405196543147149,15.125114649080636,48.15578231805109,-247.0897393546821,2400.161239186124,4622.41653097946,1.0,1.0,3,0.0010959177476891,2
sub-016,memory,5,6001051,0.1108401188302155,0.1292826905930136,0.9432464148858274,0.0004330236850258,0.0663893930388613,0.331673421849348,0.6394485292556541,0.1227004825410263,1.1663889569718726,2.562593607627254,8.891766935461344,61.40542583193944,555,0.267433350524024,0.1166259819489543,0.2406636185777727,0.3314882331225403,0.1717977458263777,0.5719182730583192,12.474299252929873,16.016474203460206,199.6091047885449,130.3611306760131,3006.7099268965144,48485.82949562852,1.1428571428571428,2.0,49,0.0675973833680572,2
sub-016,listening,13,500113,0.1284531708938528,0.1259928051940036,0.9771574841132702,1.126904200538619e-05,0.0943122903468986,0.3381333166519101,0.6173807607636005,0.1452039526896852,0.980846205019864,2.2942345744806683,8.747738431568418,176.2377504663661,1373,0.2931519368026713,0.1332624142471065,0.2611114455557051,0.2471074336141266,0.1602529759365144,0.6670513134824843,14.836118699189084,15.064869609902106,148.90413377146598,71.1062757428071,3422.264211061232,34549.79510535541,1.15,3.0,120,0.6292357192829954,2
sub-016,listening,5,500105,0.1263688744571371,0.1213739401702573,0.6617293978445644,0.0003316121139489,0.1099147584051417,0.2895398337548726,0.5463377450491733,0.1525976059971258,0.9604733815321432,1.821944582192305,4.9548721005352885,11.120460952228068,89,0.3753277931414085,0.2359982661073384,0.2918488833261655,0.3406137354709168,0.1985232293086824,0.6521333012610707,301.27893723346585,2699.255807230687,25334.41352082061,14501264.376786048,135599118.30678383,1264744004.671084,1.125,2.0,8,0.4006540276204179,2
sub-016,listening,9,500109,0.1163649456959872,0.1346660445522967,0.9740746970826616,0.0001303376629923,0.0750032402422806,0.3858132629014592,0.7260708339030522,0.124527126125893,1.1572732986454757,2.612475579887359,9.028046478578212,84.13185573819877,724,0.3631147468552462,0.1727787022321234,0.3193741370849129,0.339077072254719,0.1633203374753042,0.65090913948244,14.742902000017986,23.90012027585801,220.3146724667174,197.4065075424454,7537.817167683372,55310.45211673292,1.1774193548387095,3.0,62,0.4880366992734574,2
sub-016,listening,13,500113,0.0015044413290369,0.0097935125029175,0.5231718833737318,1.2072328391568254e-05,0.0008675003617815,0.0032654453781634,0.0079885968164495,0.0010326372188847,6.509733755577249,50.015127306997925,2652.967331138298,9.106383364660829,6054,0.0198345241966541,0.0065218004531001,0.0187316435199263,0.1328475190940491,0.0183102799336465,0.4420954444802579,1.5629890282610306,52.810792917656194,2764.298795494438,118793.4615139862,5229386.440630194,275940171.0405547,1.1058394160583942,5.0,548,0.0245321350991643,0
sub-016,listening,9,500109,0.0044503868148142,0.024457405154521,0.5411167810844262,2.481822980055784e-05,0.0016691853005745,0.0062430740515259,0.0354296580119661,0.0021985453530548,5.49556840162929,13.165179983416085,209.72749877143997,18.308891356145978,4115,0.0535825428509407,0.0394000036195112,0.0363143031484207,0.1263554796797446,0.0169342151936391,0.4463206980408351,0.7302739148847283,3.2854022273707337,102.57955215741843,26.335695553833155,1468.60845634221,51748.15344173385,1.10752688172043,3.0,372,0.1810706098788843,1
