subject,trial,condition,accuracy
33,68,9,0.2222222222222222
33,69,9,0.2222222222222222
33,76,9,0.2222222222222222
33,77,13,0.1111111111111111
33,78,5,1.0
33,79,9,0.4444444444444444
33,80,5,1.0
33,81,9,0.3333333333333333
33,82,13,0.23076923076923078
33,83,5,1.0
33,84,13,0.15384615384615385
33,85,5,1.0
33,86,13,0.3076923076923077
33,87,9,0.4444444444444444
33,94,13,0.3076923076923077
33,95,5,1.0
33,96,5,0.6
33,97,13,0.3076923076923077
33,98,9,0.4444444444444444
33,99,13,0.125
33,100,13,0.07692307692307693
33,101,5,0.8
33,102,9,0.2222222222222222
33,103,9,0.2222222222222222
33,104,5,1.0
33,105,9,0.0
33,112,9,0.4444444444444444
33,113,5,1.0
33,114,13,0.3076923076923077
33,115,13,0.15384615384615385
33,116,13,0.3076923076923077
33,117,9,0.3333333333333333
33,118,9,0.6666666666666666
33,119,5,1.0
33,120,9,0.3333333333333333
33,121,5,1.0
33,122,5,1.0
33,123,13,0.23076923076923078
33,130,9,0.4444444444444444
33,131,13,0.23076923076923078
33,132,9,0.1111111111111111
33,133,5,1.0
33,134,9,0.4444444444444444
33,135,5,1.0
33,136,13,0.3076923076923077
33,137,5,1.0
33,138,5,0.3333333333333333
33,139,9,0.5555555555555556
33,140,13,0.15384615384615385
33,141,13,0.46153846153846156
33,148,9,0.3333333333333333
33,149,9,0.5555555555555556
33,150,13,0.15384615384615385
33,151,13,0.23076923076923078
33,152,9,0.4444444444444444
33,153,5,1.0
33,154,5,1.0
33,155,13,0.3076923076923077
33,156,5,1.0
33,157,5,1.0
33,158,13,0.07692307692307693
33,159,9,0.1111111111111111
34,4,13,0.46153846153846156
34,5,5,1.0
34,6,9,0.7777777777777778
34,7,13,0.15384615384615385
34,8,5,1.0
34,9,9,0.6666666666666666
34,10,5,1.0
34,11,5,1.0
34,12,13,0.6153846153846154
34,13,13,0.46153846153846156
34,14,9,0.3333333333333333
34,15,9,0.6666666666666666
34,22,9,0.2222222222222222
34,23,5,1.0
34,24,9,0.7777777777777778
34,25,13,0.3076923076923077
34,26,9,0.8888888888888888
34,27,5,1.0
34,28,13,0.3076923076923077
34,29,13,0.38461538461538464
34,30,5,1.0
34,31,13,0.46153846153846156
34,32,5,1.0
34,33,9,0.5555555555555556
34,40,9,0.7777777777777778
34,41,5,1.0
34,42,9,0.7777777777777778
34,43,13,0.15384615384615385
34,44,5,1.0
34,45,5,1.0
34,46,5,1.0
34,47,13,0.23076923076923078
34,48,13,0.3076923076923077
34,49,9,0.5555555555555556
34,50,13,0.5384615384615384
34,51,9,0.7777777777777778
34,58,9,0.8888888888888888
34,59,13,0.5384615384615384
34,60,5,1.0
34,61,13,0.6153846153846154
34,62,13,0.7692307692307693
34,63,13,0.46153846153846156
34,64,5,1.0
34,65,5,1.0
34,66,9,0.6666666666666666
34,67,9,1.0
34,68,9,0.2222222222222222
34,69,5,1.0
34,76,5,1.0
34,77,13,0.6923076923076923
34,78,9,0.1111111111111111
34,79,9,0.4444444444444444
34,80,5,1.0
34,81,13,0.5384615384615384
34,82,13,0.3076923076923077
34,83,13,0.6153846153846154
34,84,9,0.3333333333333333
34,85,9,0.8888888888888888
34,86,5,1.0
34,87,5,1.0
34,94,9,0.8888888888888888
34,95,5,1.0
34,96,5,1.0
34,97,9,0.7777777777777778
34,98,13,0.5384615384615384
34,99,13,0.5384615384615384
34,100,5,1.0
34,101,5,1.0
34,102,9,0.6666666666666666
34,103,13,0.6153846153846154
34,104,9,0.5555555555555556
34,105,13,0.23076923076923078
34,112,5,1.0
34,113,5,1.0
34,114,13,0.6153846153846154
34,115,9,0.6666666666666666
34,116,13,0.3076923076923077
34,117,9,0.8888888888888888
34,118,13,0.5384615384615384
34,119,5,1.0
34,120,5,1.0
34,121,13,0.46153846153846156
34,122,9,1.0
34,123,9,1.0
34,130,5,1.0
34,131,5,1.0
34,132,13,0.38461538461538464
34,133,9,1.0
34,134,13,0.5384615384615384
34,135,13,0.6923076923076923
34,136,9,1.0
34,137,9,0.6666666666666666
34,138,13,0.6153846153846154
34,139,5,1.0
34,140,5,1.0
34,141,9,1.0
34,148,9,0.8888888888888888
34,149,13,0.6923076923076923
34,150,5,1.0
34,151,9,0.7777777777777778
34,152,5,1.0
34,153,5,1.0
34,154,9,1.0
34,155,13,0.6153846153846154
34,156,13,0.38461538461538464
34,157,5,1.0
34,158,9,1.0
34,159,13,0.6923076923076923
35,4,5,1.0
35,5,13,0.07692307692307693
35,6,9,0.3333333333333333
35,7,13,0.3076923076923077
35,8,9,0.7777777777777778
35,9,13,0.15384615384615385
35,10,5,1.0
35,11,5,1.0
35,12,9,0.3333333333333333
35,13,9,0.2222222222222222
35,14,13,0.0
35,15,5,1.0
35,22,5,1.0
35,23,13,0.3076923076923077
35,24,5,1.0
35,25,13,0.3076923076923077
35,26,9,0.2222222222222222
35,27,9,0.3333333333333333
35,28,5,1.0
35,29,13,0.23076923076923078
35,30,13,0.3076923076923077
35,31,9,0.4444444444444444
35,32,9,0.14285714285714285
35,33,5,0.4
35,40,13,0.08333333333333333
35,41,13,0.07692307692307693
35,42,5,0.8
35,43,13,0.15384615384615385
35,44,5,1.0
35,45,5,1.0
35,46,9,0.2222222222222222
35,47,9,0.3333333333333333
35,48,13,0.15384615384615385
35,49,5,1.0
35,50,9,1.0
35,51,9,0.7777777777777778
35,58,13,0.07692307692307693
35,59,13,0.6923076923076923
35,60,9,0.4444444444444444
35,61,9,0.6666666666666666
35,62,5,1.0
35,63,5,1.0
35,64,5,1.0
35,65,13,0.0
35,66,9,0.2222222222222222
35,67,9,0.4444444444444444
35,68,13,0.0
35,69,5,1.0
35,76,5,1.0
35,77,9,0.6666666666666666
35,78,13,0.23076923076923078
35,79,9,0.3333333333333333
35,80,5,1.0
35,81,9,0.5555555555555556
35,82,5,1.0
35,83,13,0.0
35,84,5,0.8
35,85,13,0.3076923076923077
35,86,9,0.3333333333333333
35,87,13,0.6153846153846154
35,94,13,0.23076923076923078
35,95,5,1.0
35,96,5,1.0
35,97,5,1.0
35,98,9,0.7777777777777778
35,99,13,0.1
35,100,9,0.2222222222222222
35,101,9,0.3333333333333333
35,102,13,0.16666666666666666
35,103,5,1.0
35,104,9,0.2222222222222222
35,105,13,0.2857142857142857
35,112,9,0.5555555555555556
35,113,5,0.6
35,114,13,0.38461538461538464
35,115,9,0.7777777777777778
35,116,5,1.0
35,117,5,1.0
35,118,9,0.6666666666666666
35,119,13,0.3076923076923077
35,120,5,1.0
35,121,13,0.5384615384615384
35,122,13,0.15384615384615385
35,123,9,0.4444444444444444
35,130,9,0.3333333333333333
35,131,5,1.0
35,132,9,0.6666666666666666
35,133,13,0.3076923076923077
35,134,5,1.0
35,135,9,0.6666666666666666
35,136,5,1.0
35,137,13,0.15384615384615385
35,138,9,0.3333333333333333
35,139,13,0.46153846153846156
35,140,13,0.07692307692307693
35,141,5,1.0
35,148,13,0.23076923076923078
35,149,9,0.8888888888888888
35,150,5,1.0
35,151,5,1.0
35,152,13,0.46153846153846156
35,153,13,0.3076923076923077
35,154,9,1.0
35,155,9,0.8888888888888888
35,156,5,1.0
35,157,9,0.2222222222222222
35,158,5,1.0
35,159,13,0.5
36,4,5,1.0
36,5,13,0.09090909090909091
36,6,9,0.3333333333333333
36,7,9,0.1111111111111111
36,8,5,0.6
36,9,5,1.0
36,10,5,1.0
36,11,13,0.09090909090909091
36,12,9,0.14285714285714285
36,13,13,0.07692307692307693
36,14,9,0.0
36,15,13,0.0
36,22,9,0.1111111111111111
36,23,9,0.5555555555555556
36,24,5,0.4
36,25,5,0.8
36,26,13,0.07692307692307693
36,27,5,1.0
36,28,13,0.2
36,29,9,0.0
36,30,13,0.0
36,31,5,1.0
36,32,9,0.3333333333333333
36,33,13,0.15384615384615385
36,40,5,1.0
36,41,9,0.3333333333333333
36,42,9,0.0
36,43,5,0.4
36,44,5,0.4
36,45,13,0.15384615384615385
36,46,9,0.3333333333333333
36,47,13,0.09090909090909091
36,48,5,0.0
36,49,13,0.1
36,50,13,0.0
36,51,9,0.0
36,58,9,0.2222222222222222
36,59,5,0.6
36,60,13,0.15384615384615385
36,61,5,1.0
36,62,9,0.1111111111111111
36,63,5,0.6
36,64,9,0.2222222222222222
36,65,13,0.0
36,66,5,0.4
36,67,13,0.15384615384615385
36,68,9,0.4444444444444444
36,69,13,0.25
36,76,5,1.0
36,77,9,0.1111111111111111
36,78,5,0.6
36,79,9,0.0
36,80,9,1.0
36,81,5,0.6
36,82,9,0.1111111111111111
36,83,5,0.6
36,84,13,0.23076923076923078
36,85,13,0.16666666666666666
36,86,13,0.0
36,87,13,0.23076923076923078
36,94,9,0.3333333333333333
36,95,13,0.23076923076923078
36,96,5,1.0
36,97,5,0.6
36,98,5,0.4
36,99,13,0.15384615384615385
36,100,13,0.125
36,101,9,0.2222222222222222
36,102,9,0.2222222222222222
36,103,13,0.09090909090909091
36,104,5,0.0
36,105,9,0.4444444444444444
36,112,9,0.25
36,113,5,1.0
36,114,9,0.3333333333333333
36,115,9,0.2
36,116,13,0.07692307692307693
36,117,5,0.6
36,118,13,0.07692307692307693
36,119,13,0.18181818181818182
36,120,5,1.0
36,121,13,0.0
36,122,9,0.0
36,123,5,1.0
36,130,13,0.07692307692307693
36,131,5,0.6
36,132,5,0.8
36,133,5,0.8
36,134,13,0.23076923076923078
36,135,5,1.0
36,136,9,0.2222222222222222
36,137,9,0.2222222222222222
36,138,9,0.1111111111111111
36,139,13,0.07692307692307693
36,140,9,0.0
36,141,13,0.15384615384615385
36,148,9,0.1111111111111111
36,149,5,0.4
36,150,9,0.3333333333333333
36,151,9,0.1111111111111111
36,152,5,0.6
36,153,13,0.1111111111111111
36,154,9,0.4444444444444444
36,155,5,1.0
36,156,13,0.23076923076923078
36,157,5,0.4
36,158,13,0.0
36,159,13,0.15384615384615385
37,4,5,1.0
37,5,5,1.0
37,6,13,0.25
37,7,13,0.46153846153846156
37,8,5,1.0
37,9,9,0.4444444444444444
37,10,9,0.6666666666666666
37,11,9,0.0
37,12,5,1.0
37,13,13,0.15384615384615385
37,14,9,0.5555555555555556
37,15,13,0.46153846153846156
37,22,5,1.0
37,23,5,1.0
37,24,9,0.0
37,25,13,0.46153846153846156
37,26,9,0.5555555555555556
37,27,13,0.5384615384615384
37,28,9,0.4444444444444444
37,29,5,1.0
37,30,13,0.5384615384615384
37,31,5,1.0
37,32,13,0.2222222222222222
37,33,9,0.6666666666666666
37,40,5,1.0
37,41,13,0.5384615384615384
37,42,5,0.6
37,43,9,0.6666666666666666
37,44,13,0.3076923076923077
37,45,13,0.38461538461538464
37,46,9,0.7777777777777778
37,47,5,1.0
37,48,5,1.0
37,49,9,0.6666666666666666
37,50,9,0.6666666666666666
37,51,13,0.5384615384615384
37,58,5,1.0
37,59,5,1.0
37,60,5,1.0
37,61,9,0.5
37,62,5,1.0
37,63,9,1.0
37,64,13,0.15384615384615385
37,65,13,0.38461538461538464
37,66,13,0.46153846153846156
37,67,13,0.38461538461538464
37,68,9,0.6666666666666666
37,69,9,0.7777777777777778
37,76,5,1.0
37,77,9,0.5555555555555556
37,78,5,1.0
37,79,9,0.2222222222222222
37,80,5,1.0
37,81,13,0.46153846153846156
37,82,13,0.5384615384615384
37,83,9,0.5555555555555556
37,84,5,1.0
37,85,13,0.46153846153846156
37,86,13,0.38461538461538464
37,87,9,0.5555555555555556
37,94,5,1.0
37,95,13,0.46153846153846156
37,96,9,0.5555555555555556
37,97,5,0.4
37,98,9,0.5555555555555556
37,99,5,0.2
37,100,9,0.5555555555555556
37,101,13,0.5384615384615384
37,102,5,1.0
37,103,9,1.0
37,104,13,0.09090909090909091
37,105,13,0.5384615384615384
37,112,9,0.3333333333333333
37,113,13,0.3076923076923077
37,114,13,0.5384615384615384
37,115,13,0.46153846153846156
37,116,9,0.7777777777777778
37,117,9,0.5555555555555556
37,118,5,1.0
37,119,5,1.0
37,120,13,0.14285714285714285
37,121,5,1.0
37,122,5,1.0
37,123,9,0.4444444444444444
37,130,9,0.7777777777777778
37,131,5,1.0
37,132,13,0.23076923076923078
37,133,9,0.6666666666666666
37,134,5,1.0
37,135,5,1.0
37,136,5,1.0
37,137,9,0.7777777777777778
37,138,13,0.5384615384615384
37,139,13,0.38461538461538464
37,140,9,0.4444444444444444
37,141,13,0.46153846153846156
37,148,9,0.7777777777777778
37,149,13,0.5384615384615384
37,150,13,0.23076923076923078
37,151,9,0.7777777777777778
37,152,5,1.0
37,153,13,0.46153846153846156
37,154,5,1.0
37,155,5,1.0
37,156,13,0.46153846153846156
37,157,5,1.0
37,158,9,0.6666666666666666
37,159,9,0.6666666666666666
38,4,13,0.23076923076923078
38,5,13,0.23076923076923078
38,6,9,0.3333333333333333
38,7,9,0.3333333333333333
38,8,9,0.2222222222222222
38,9,5,0.8
38,10,9,0.3333333333333333
38,11,5,1.0
38,12,5,1.0
38,13,13,0.3076923076923077
38,14,13,0.23076923076923078
38,15,5,1.0
38,22,13,0.15384615384615385
38,23,9,0.4444444444444444
38,24,13,0.15384615384615385
38,25,13,0.07692307692307693
38,26,5,0.8
38,27,5,1.0
38,28,5,0.8
38,29,9,0.4444444444444444
38,30,5,1.0
38,31,13,0.23076923076923078
38,32,9,0.1111111111111111
38,33,9,0.0
38,40,13,0.0
38,41,5,0.6
38,42,5,1.0
38,43,5,1.0
38,44,9,0.2222222222222222
38,45,9,0.3333333333333333
38,46,13,0.15384615384615385
38,47,13,0.23076923076923078
38,48,9,0.1111111111111111
38,49,13,0.15384615384615385
38,50,5,1.0
38,51,9,0.2
38,58,9,0.3333333333333333
38,59,13,0.08333333333333333
38,60,5,1.0
38,61,9,0.5555555555555556
38,62,13,0.0
38,63,9,0.1111111111111111
38,64,9,0.1111111111111111
38,65,13,0.07692307692307693
38,66,5,1.0
38,67,5,0.8
38,68,5,0.8
38,69,13,0.23076923076923078
38,76,9,0.2222222222222222
38,77,13,0.1111111111111111
38,78,13,0.0
38,79,9,0.0
38,80,13,0.0
38,81,5,1.0
38,82,13,0.07692307692307693
38,83,9,0.3333333333333333
38,84,9,0.1111111111111111
38,85,5,1.0
38,86,5,1.0
38,87,5,1.0
38,94,9,0.375
38,95,5,1.0
38,96,9,0.5714285714285714
38,97,5,0.6
38,98,13,0.3076923076923077
38,99,5,1.0
38,100,13,0.38461538461538464
38,101,13,0.07692307692307693
38,102,5,1.0
38,103,9,0.3333333333333333
38,104,13,0.07692307692307693
38,105,9,0.0
38,112,9,0.3333333333333333
38,113,13,0.3076923076923077
38,114,13,0.3076923076923077
38,115,13,0.23076923076923078
38,116,9,0.25
38,117,5,0.4
38,118,9,0.3333333333333333
38,119,5,0.4
38,120,5,1.0
38,121,13,0.09090909090909091
38,122,9,0.3333333333333333
38,123,5,1.0
38,130,9,0.1111111111111111
38,131,5,0.6
38,132,5,0.4
38,133,13,0.3076923076923077
38,134,13,0.15384615384615385
38,135,13,0.23076923076923078
38,136,9,0.1111111111111111
38,137,9,0.3333333333333333
38,138,5,1.0
38,139,9,0.2222222222222222
38,140,13,0.0
38,141,5,1.0
38,148,13,0.15384615384615385
38,149,9,0.1111111111111111
38,150,13,0.0
38,151,9,0.25
38,152,5,1.0
38,153,5,0.8
38,154,9,0.4444444444444444
38,155,13,0.16666666666666666
38,156,5,1.0
38,157,9,0.2222222222222222
38,158,13,0.23076923076923078
38,159,5,1.0
39,4,5,0.8
39,5,13,0.46153846153846156
39,6,9,0.2222222222222222
39,7,5,1.0
39,8,5,1.0
39,9,9,0.5555555555555556
39,10,13,0.6923076923076923
39,11,13,0.5384615384615384
39,12,5,1.0
39,13,9,0.5555555555555556
39,14,9,0.5555555555555556
39,15,13,0.15384615384615385
39,22,9,0.2222222222222222
39,23,5,1.0
39,24,5,1.0
39,25,13,0.23076923076923078
39,26,5,1.0
39,27,5,1.0
39,28,13,0.3076923076923077
39,29,13,0.6153846153846154
39,30,9,0.6666666666666666
39,31,9,1.0
39,32,13,0.6153846153846154
39,33,9,0.6666666666666666
39,40,9,0.7777777777777778
39,41,5,1.0
39,42,13,0.3076923076923077
39,43,9,0.4444444444444444
39,44,13,0.23076923076923078
39,45,9,0.3333333333333333
39,46,5,1.0
39,47,9,0.4444444444444444
39,48,13,0.23076923076923078
39,49,13,0.15384615384615385
39,50,5,1.0
39,51,5,1.0
39,58,5,1.0
39,59,13,0.38461538461538464
39,60,13,0.3076923076923077
39,61,9,0.7777777777777778
39,62,5,0.6
39,63,5,1.0
39,64,9,0.2222222222222222
39,65,9,0.5555555555555556
39,66,13,0.23076923076923078
39,67,9,0.3333333333333333
39,68,13,0.6923076923076923
39,69,5,1.0
39,76,9,1.0
39,77,13,0.07692307692307693
39,78,9,0.1111111111111111
39,79,9,0.2222222222222222
39,80,13,0.3076923076923077
39,81,5,1.0
39,82,9,0.8888888888888888
39,83,13,0.3076923076923077
39,84,5,1.0
39,85,5,1.0
39,86,5,1.0
39,87,13,0.46153846153846156
39,94,13,0.3076923076923077
39,95,5,1.0
39,96,9,0.3333333333333333
39,97,9,0.4444444444444444
39,98,13,0.38461538461538464
39,99,13,0.46153846153846156
39,100,9,0.7777777777777778
39,101,5,1.0
39,102,13,0.15384615384615385
39,103,9,0.4444444444444444
39,104,5,1.0
39,105,5,1.0
39,112,9,0.7777777777777778
39,113,9,0.5555555555555556
39,114,5,1.0
39,115,9,0.5555555555555556
39,116,5,1.0
39,117,13,0.6153846153846154
39,118,9,0.3333333333333333
39,119,5,1.0
39,120,13,0.46153846153846156
39,121,13,0.23076923076923078
39,122,13,0.23076923076923078
39,123,5,1.0
39,130,5,1.0
39,131,13,0.5384615384615384
39,132,5,1.0
39,133,9,0.5555555555555556
39,134,9,0.3333333333333333
39,135,9,1.0
39,136,9,0.2222222222222222
39,137,13,0.6153846153846154
39,138,13,0.15384615384615385
39,139,5,1.0
39,140,5,1.0
39,141,13,0.38461538461538464
39,148,5,1.0
39,149,5,1.0
39,150,5,1.0
39,151,9,0.4444444444444444
39,152,13,0.0
39,153,9,0.7777777777777778
39,154,13,0.46153846153846156
39,155,13,0.23076923076923078
39,156,13,0.38461538461538464
39,157,9,0.7777777777777778
39,158,5,1.0
39,159,9,0.6666666666666666
40,4,9,0.5
40,5,5,1.0
40,6,13,0.38461538461538464
40,7,13,0.3076923076923077
40,8,9,0.0
40,9,5,1.0
40,10,9,0.6666666666666666
40,11,13,0.46153846153846156
40,12,5,1.0
40,13,13,0.5384615384615384
40,14,5,1.0
40,15,9,0.4444444444444444
40,22,13,0.3076923076923077
40,23,9,0.8888888888888888
40,24,5,1.0
40,25,9,0.5555555555555556
40,26,13,0.6153846153846154
40,27,5,1.0
40,28,9,0.5555555555555556
40,29,13,0.07692307692307693
40,30,9,0.7777777777777778
40,31,13,0.38461538461538464
40,32,5,1.0
40,33,5,1.0
40,40,5,1.0
40,41,5,1.0
40,42,13,0.38461538461538464
40,43,9,0.6666666666666666
40,44,9,0.4444444444444444
40,45,9,0.7777777777777778
40,46,13,0.3076923076923077
40,47,9,0.1111111111111111
40,48,5,1.0
40,49,13,0.5384615384615384
40,50,13,0.6153846153846154
40,51,5,1.0
40,58,9,0.8888888888888888
40,59,5,1.0
40,60,13,0.3076923076923077
40,61,5,1.0
40,62,5,1.0
40,63,13,0.46153846153846156
40,64,13,0.0
40,65,9,0.7777777777777778
40,66,5,1.0
40,67,9,0.7777777777777778
40,68,9,0.8888888888888888
40,69,13,0.5384615384615384
40,76,9,0.7777777777777778
40,77,13,0.46153846153846156
40,78,9,0.2222222222222222
40,79,13,0.3333333333333333
40,80,9,0.7777777777777778
40,81,5,1.0
40,82,13,0.16666666666666666
40,83,5,1.0
40,84,5,1.0
40,85,5,1.0
40,86,13,0.25
40,87,9,0.7777777777777778
40,94,13,0.46153846153846156
40,95,5,1.0
40,96,13,0.46153846153846156
40,97,5,1.0
40,98,13,0.5384615384615384
40,99,5,1.0
40,100,9,0.7777777777777778
40,101,13,0.09090909090909091
40,102,9,0.6666666666666666
40,103,9,0.6666666666666666
40,104,9,0.7777777777777778
40,105,5,1.0
40,112,5,1.0
40,113,5,1.0
40,114,9,0.6666666666666666
40,115,9,0.7777777777777778
40,116,13,0.38461538461538464
40,117,5,1.0
40,118,13,0.46153846153846156
40,119,13,0.5384615384615384
40,120,9,0.6666666666666666
40,121,9,0.6666666666666666
40,122,13,0.6153846153846154
40,123,5,1.0
40,130,5,1.0
40,131,5,1.0
40,132,13,0.38461538461538464
40,133,9,0.8888888888888888
40,134,13,0.5384615384615384
40,135,5,1.0
40,136,5,1.0
40,137,9,0.6666666666666666
40,138,13,0.5384615384615384
40,139,9,0.0
40,140,9,0.125
40,141,13,0.5384615384615384
40,148,5,1.0
40,149,9,0.8888888888888888
40,150,13,0.5384615384615384
40,151,5,1.0
40,152,13,0.38461538461538464
40,153,5,1.0
40,154,5,1.0
40,155,9,0.6666666666666666
40,156,9,0.7777777777777778
40,157,13,0.46153846153846156
40,158,9,0.7777777777777778
40,159,13,0.6153846153846154
41,4,9,0.7777777777777778
41,5,13,0.15384615384615385
41,6,13,0.3
41,7,13,0.46153846153846156
41,8,5,1.0
41,9,9,0.3333333333333333
41,10,9,0.4444444444444444
41,11,5,0.8
41,12,5,1.0
41,13,13,0.46153846153846156
41,14,5,1.0
41,15,9,0.2222222222222222
41,22,9,0.2222222222222222
41,23,5,1.0
41,24,9,0.5555555555555556
41,25,5,1.0
41,26,13,0.38461538461538464
41,27,9,0.4444444444444444
41,28,5,0.6
41,29,5,1.0
41,30,9,0.3333333333333333
41,31,13,0.07692307692307693
41,32,13,0.15384615384615385
41,33,13,0.6153846153846154
41,40,9,0.3333333333333333
41,41,5,1.0
41,42,13,0.46153846153846156
41,43,5,1.0
41,44,9,0.4444444444444444
41,45,13,0.23076923076923078
41,46,9,0.1111111111111111
41,47,5,1.0
41,48,13,0.23076923076923078
41,49,9,0.6666666666666666
41,50,13,0.46153846153846156
41,51,5,1.0
41,58,5,1.0
41,59,5,1.0
41,60,13,0.08333333333333333
41,61,9,0.6666666666666666
41,62,13,0.0
41,63,5,1.0
41,64,9,0.7777777777777778
41,65,9,0.4444444444444444
41,66,9,0.4444444444444444
41,67,5,1.0
41,68,13,0.3076923076923077
41,69,13,0.23076923076923078
41,76,5,1.0
41,77,13,0.5384615384615384
41,78,5,0.6
41,79,9,0.3333333333333333
41,80,13,0.15384615384615385
41,81,5,1.0
41,82,9,0.6666666666666666
41,83,13,0.23076923076923078
41,84,5,1.0
41,85,9,0.2222222222222222
41,86,13,0.1
41,87,9,0.4444444444444444
41,94,5,1.0
41,95,5,1.0
41,96,13,0.3076923076923077
41,97,9,0.5555555555555556
41,98,9,0.4
41,99,13,0.3076923076923077
41,100,9,0.7777777777777778
41,101,9,0.2222222222222222
41,102,5,1.0
41,103,13,0.2857142857142857
41,104,5,1.0
41,105,13,0.6923076923076923
41,112,5,1.0
41,113,9,0.0
41,114,13,0.15384615384615385
41,115,13,0.38461538461538464
41,116,13,0.46153846153846156
41,117,9,0.3333333333333333
41,118,9,0.125
41,119,5,1.0
41,120,13,0.38461538461538464
41,121,5,1.0
41,122,9,0.4444444444444444
41,123,5,1.0
41,130,5,0.6
41,131,9,0.2222222222222222
41,132,13,0.3076923076923077
41,133,9,0.3333333333333333
41,134,5,1.0
41,135,13,0.3076923076923077
41,136,13,0.3076923076923077
41,137,5,1.0
41,138,9,0.1111111111111111
41,139,5,1.0
41,140,13,0.15384615384615385
41,141,9,0.5555555555555556
41,148,5,1.0
41,149,13,0.9230769230769231
41,150,5,1.0
41,151,9,0.2222222222222222
41,152,13,0.3076923076923077
41,153,13,0.15384615384615385
41,154,9,0.3333333333333333
41,155,9,0.3333333333333333
41,156,5,1.0
41,157,9,0.8888888888888888
41,158,5,1.0
41,159,13,0.23076923076923078
42,4,9,0.2222222222222222
42,5,9,0.4444444444444444
42,6,13,0.23076923076923078
42,7,9,0.3333333333333333
42,8,5,0.8
42,9,5,1.0
42,10,13,0.5384615384615384
42,11,13,0.15384615384615385
42,12,5,1.0
42,13,9,0.7777777777777778
42,14,5,1.0
42,15,13,0.46153846153846156
42,22,5,0.8
42,23,13,0.46153846153846156
42,24,9,0.6666666666666666
42,25,13,0.15384615384615385
42,26,5,1.0
42,27,5,1.0
42,28,5,1.0
42,29,13,0.4
42,30,13,0.3076923076923077
42,31,9,0.4444444444444444
42,32,9,0.6666666666666666
42,33,9,0.4444444444444444
42,40,5,1.0
42,41,5,1.0
42,42,9,1.0
42,43,13,0.38461538461538464
42,44,9,0.7777777777777778
42,45,5,1.0
42,46,13,0.6153846153846154
42,47,5,1.0
42,48,13,0.23076923076923078
42,49,9,1.0
42,50,9,0.7777777777777778
42,51,13,0.3076923076923077
42,58,13,0.3076923076923077
42,59,9,0.6666666666666666
42,60,5,1.0
42,61,5,1.0
42,62,5,1.0
42,63,9,0.8888888888888888
42,64,13,0.38461538461538464
42,65,9,0.1111111111111111
42,66,5,1.0
42,67,13,0.38461538461538464
42,68,13,0.23076923076923078
42,69,9,0.7777777777777778
42,76,5,1.0
42,77,13,0.46153846153846156
42,78,9,0.2222222222222222
42,79,13,0.38461538461538464
42,80,13,0.6153846153846154
42,81,5,1.0
42,82,5,1.0
42,83,9,0.4444444444444444
42,84,9,0.8888888888888888
42,85,13,0.46153846153846156
42,86,9,0.7777777777777778
42,87,5,1.0
42,94,9,0.7777777777777778
42,95,13,0.3076923076923077
42,96,13,0.38461538461538464
42,97,9,0.4444444444444444
42,98,13,0.6923076923076923
42,99,9,0.6666666666666666
42,100,5,0.8
42,101,13,0.23076923076923078
42,102,5,1.0
42,103,5,1.0
42,104,9,0.2222222222222222
42,105,5,0.8
42,112,5,1.0
42,113,9,0.7777777777777778
42,114,5,1.0
42,115,13,0.5384615384615384
42,116,9,0.6666666666666666
42,117,9,0.6666666666666666
42,118,5,1.0
42,119,9,0.7777777777777778
42,120,13,0.3076923076923077
42,121,13,0.38461538461538464
42,122,13,0.38461538461538464
42,123,5,1.0
42,133,9,0.4444444444444444
42,134,5,1.0
42,135,13,0.5384615384615384
42,136,13,0.6153846153846154
42,137,13,0.38461538461538464
42,138,13,0.46153846153846156
42,139,5,1.0
42,140,9,0.7777777777777778
42,141,9,0.8888888888888888
42,142,5,1.0
42,143,5,1.0
42,144,9,0.7777777777777778
42,151,9,0.6666666666666666
42,152,5,1.0
42,153,5,1.0
42,154,9,0.3333333333333333
42,155,9,0.3333333333333333
42,156,9,0.7777777777777778
42,157,5,1.0
42,158,13,0.3076923076923077
42,159,13,0.46153846153846156
42,160,13,0.5384615384615384
42,161,5,1.0
42,162,13,0.38461538461538464
43,4,5,1.0
43,5,13,0.23076923076923078
43,6,9,0.3333333333333333
43,7,13,0.38461538461538464
43,8,9,0.5555555555555556
43,9,5,1.0
43,10,13,0.23076923076923078
43,11,13,0.15384615384615385
43,12,5,1.0
43,13,9,0.1111111111111111
43,14,9,0.7777777777777778
43,15,5,1.0
43,22,9,0.4444444444444444
43,23,5,1.0
43,24,5,1.0
43,25,13,0.46153846153846156
43,26,13,0.0
43,27,5,1.0
43,28,9,0.3333333333333333
43,29,13,0.0
43,30,9,0.0
43,31,9,0.2222222222222222
43,32,13,0.25
43,33,5,0.6
43,40,5,1.0
43,41,5,1.0
43,42,9,0.4444444444444444
43,43,13,0.3076923076923077
43,44,13,0.46153846153846156
43,45,13,0.0
43,46,5,1.0
43,47,9,0.3333333333333333
43,48,9,0.3333333333333333
43,49,5,1.0
43,50,13,0.0
43,51,9,0.5555555555555556
43,58,5,1.0
43,59,9,0.6666666666666666
43,60,13,0.46153846153846156
43,61,5,1.0
43,62,9,0.42857142857142855
43,63,5,1.0
43,64,13,0.2
43,65,13,0.23076923076923078
43,66,9,0.5555555555555556
